atom_id,cei_placeName,cei_lang_MOM,cei_tenor,cei_date,cei_date_ATTRIBUTE_value,cei_dateRange,cei_dateRange_ATTRIBUTE_from,cei_dateRange_ATTRIBUTE_to,cei_abstract,cei_abstract_foreign,cei_graphic_ATTRIBUTE_url_orig,cei_graphic_ATTRIBUTE_url_copy,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.3.402,,,"[24. Dezember 1532] Die 24. Decembris domini
                     doctores regiarum literarum intuitu convocati congregantur. Literas regias
                     debita reverentia excipiunt, legunt et in eisdem cognoscunt, Regiam Maiestatem
                     responsum cum instructione omnium actorum et scriptorum controversie domini
                     doctoris Georgii Tansteter et Mag. Andree Perlachii a facultate et citius
                     quidem expostulare. Eapropter consultatione habita, domini doctores clarissimum
                     dominum doctorem Udalricum Fabri, eo tempore rectorem universitatis magnificum,
                     hortantur [fol. 119r] ac petunt, uti responsum super regias literas facultatis
                     nomine concipere velit, eo quod sue magnificentie de actis antedicte
                     controversie plurimum constaret atque magna pars istius actionis in decanatu
                     eiusdem tractata fuisset. In eum laborem obeundum sua magnificentia tandem
                     dominorum doctorum persuasionibus inducta consensit.",24. Dezember 1532,15321224,,,,Sitzung vom 24. Dezember 1532,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.3.471,,,"[17. Jänner 1539] Ad17. Januarii facta est congregatio dominorum
                     doctorum facultatis nostre ex peticione domini doctoris Vuolfgangi Lazii, qui
                     primum se excusavit, cur in hoc celeberrimo gymnasio, omnium tocius Germanie
                     parente, insignia doctoralia non acceperit. Dehinc peciit ad repetendum iuxta
                     nove reformationis decretum admitti. Super qua quidem peticione, quando contra
                     statuta et privilegia nostra est, domini doctores deliberarunt, et ad 28.
                     Ianuarii ei per me responsum dederunt, nempe se nolle statuta et privilegia
                     facultatis per Cesarem Maximilianum data et per serenissimum Regem nostrum
                     Ferdinandum corroborata infringere,743sed
                     potius, [fol. 133v] quoad eius fieri queat, et observare et tueri; si autem ea,
                     que ceteri, qui repecierunt, facere volet, pariter ut illi ad repetendum
                     admittetur. Quod responsum cum ei narrassem, parum mihi respondit nec quicquam
                     amplius in decanatu meo a facultate peciit.",17. Jänner 1539,15390117,,,,Sitzung vom 17. Jänner 1539,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.3.54,,,"[19. April 1502] Item Mag. Iohannes Enczianer ex
                        Uberlingen167 tercia feria post
                     Valeriani matricule facultatis inscriptus facultati solvit 32 den.Item Mag. Iohannes Keck de Ysny studii Coloniensis,matricule
                     facultatis inscriptus in vigilia Dedicacionis predicatorum anno salutis 1502,
                     solvit facultati 24 den.",19. April 1502,15020419,,,,Sitzung vom 19. April 1502,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.3.586,,,"[8. Dezember 1554] In congregatione super hac re
                     in festo Conceptionis dive Virginis Marie habita, unanimi omnium doctorum
                     consensu conclusum est mihique ordinatum, ut libellum supplicem excusatorium
                     scriberem excelso regimini, quem feci in hanc formam, sequitur; [fol.
                     180r]Romischer ku. Maiestet etc. unsers allergennedigisten herren
                     hochloblich verwalter, stadhalterambts canzler, regenten unndt ratte, des
                     regements der niderösterreichischen lannde, hochwierdig, wolgeboren, gestreng,
                     hochgelert, edl unndt vest gnedig herren.Den nagst verschinen pfhinztag den sechste dits monats had von E. G.
                     auß commission hochstgedachter Ku. Maiestet etc. unsers allergenedigisten
                     herren ain bevelich an uns gelangt, des copey hiebey licht, welchen wier mit
                     geburlicher reverenz empfangen, aber nit umbillich, auch mit hochsten
                     hertzlichen erschreken vernomen. Dan aus disen bevelich haben wier wol
                     verstanden, das wier bey hochgedachter Ku. Maiestet etc. der ungehorsam unndt
                     widertrettung seyner Maiestet gnedichlicher auffgerichter polizey unndt ordnung
                     mit dem höchsten insimiliert unndt beklagt sein. Dieweil wier uns aber diser
                     bezieht gar unschuldich wissen, undt keiner unter uns ist, welcher seine
                     patientes mit der betzalung beschwaret, sunder von dem maisten tail der
                     khrankhen auch die bestimbte belonung nit geraicht wiert, haben wier nicht
                     underlassen khönnen, E. G. hilf anzuruffen unndt gehorsamlich zu bitten, auff
                     das wier nit unbillicher weys in ungenaden bey unserem allergenedigisten herren
                     kumen auff etlicher ungrundt unndt ungewiss furbringen, so willen derhalben E.
                     G. unns bey hochgedachter Ku. Maiestet als die unschuldigen enntschuldigen unnd
                     undertanichlich bevelhen, [fol. 180v] wohin füran wier in gleichem fal an unser
                     vorwissen beklacht würden, sein Maiestet wolle nit glauben geben, dan wier ie
                     alle, wie pillich, jederzeyt willich, seiner Ku. Maiestet unndt E. G. als
                     unsere furgesetzsten hohen obricheit in aller eer, gehorsam unndt
                     unterdanigheit zu laisten. Wo aber ainer oder mer aus unserem rnittel in
                     sollicher ungehorsam bey E. G. angeclagt waren, bitten wier underthanichlich,
                     E. G. wellen uns die benennen, welche mit E. G. hilff nach aller notturft unndt
                     pillicheyt gestrafft sollen werden. Wo aber solliche ubertretung geschahe, wie
                     an tzweifel wol zu bemuten ist, von den doctoribus, welche unser facultet nicht
                     sein aingeleibt, wellen uns E. G. derselbigen nit entgelten lassen, unndt den
                     selbigen gleichesfals die umbillichait nicht gestatten. Zudem, so seindt auch
                     alhie in diser loblichen stadt vil landtfarer, Iuden, alte weiber unndt
                     dergleiche bedriegerische leut, die sich der medicina unterstehen, so sie doch
                     dieselb nit gelernet, welche das gemain volk betriegen unndt erbarmelich umb
                     leib unndt guet bringen, wie dan offt derhalben clagen für uns khomen, unndt
                     wier offtermallen auch solliches E. G. clagweis furbracht haben, auch dieselben
                     mit namen angezaicht, die nicht allein ubersetzen die khrankhen personen mit
                     der belonung, sunder auch die khrankhen mit ungrundt bedriegen, mer als
                     curieren, auch die ertzneien, so si selber in den appotekhen khaufen, umb
                     dritoppelt gellt den khrankhen einreimen, als Lazarus der Iud, in khrankheyt,
                     des wier gnugsam [fol. 181r]urbittig sein darzuthun, von den auch die neu
                     Reformation Ku. Maiestet in der universitet clarlich ausweist. Damit aber
                     solche fravelicheit abgestelt werde, wissen E. G. diser loblichen stadt
                     obricheit wol ernstlichen bevelich unndt ordnung zu geben. Thuen unns hiemit E.
                     G. underthannigist bevelhen, die wellen ob uns unndt unseren privilegiis mit
                     nutzpargheit der armen vestichlichen handthaben. E. G. gehorsamisten N. dechannt unndt doctores facultatis medice der universitet alhie
                        etc.929Porro praefatam supplicationem obtulimus sacro regimini, et nostre
                     facultati hec est consultatio in responsionem data, ut sequitur in hunc
                     modum:Facultati medicine widerumben anzuzaigen: Regierung nemen dise ier
                     entschuldigung an, doch ist inen nochmalen ernstlichen auffgelegt unndt
                     befolhen, das sie dem hierin angezognen an sy ausgangen bevelich allerdings
                     gehorsamlichen geleben unndt denselben in nichte zuwiderhandln, auch mit
                     mhereren vleis als bisher beschehen, die khrankhen curieren. Unndt nachdem hieraus verstanden wierdet, als sollen vil doctores, so
                     irer facultet nit eingeleibt, item vil landfarer, Iuden, alte weiber unndt
                     andere dergleichen betriegerische leut sein, die nit allein die khrankhen mit
                     der belonung uberschatzen, sunder mit ungrundt mher betriegen als curieren, so
                     sey demnach der regierung verner bevelich, das sie solche personen, so, wie
                     gehert, die khrankhen ubernemen, lauter unndt mit namen anzaigen, wirdet
                     deshalben geburliche ainsehung erfolgen. 10. Decembris1554. [fol.
                     181v]",8. Dezember 1554,15541208,,,,Sitzung vom 8. Dezember 1554,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.1238,,,"[20. Juli 1601] Die 20. Julii citati iterum coram
                     dominis consiliariis comparuimus, ubi de omnibus articulis particularius fuit
                     actum et tota res a dominis commissariis ad excelsum regimen fuit
                     delata.",20. Juli 1601,16010720,,,,Sitzung vom 20. Juli 1601,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.1264,,,"[17. April 1602] Die 17. Aprilis recepi ab excelso
                     regimine ordinationis novae apothecariorum exemplaria nonnulla subscripta et
                     sigillata, quae distribuerentur prout e re videretur cum decreto signato
                     A.",17. April 1602,16020417,,,,Sitzung vom 17. April 1602,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.1296,,,"[26. September 1603] Die 26. Septembris anno 1603
                     punctum aphoristicum repetitionis nomine sorte sibi assignatum publice
                     disputandum proposuit, inque superiore universitatis aula dextre respondendo
                     pro virili defendit, nobilis et doctissimus vir Conradus Colmannus, Franco,
                     philosophiae et medicinae doctor.",26. September 1603,16030926,,,,Sitzung vom 26. September 1603,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.1329,,,"[29. Dezember 1604] Die 29. Decembris anni 1604,
                     abeunte magnifico domino rectore Benedicto Pergero Pragam et substituente pro
                     more in vicerectorem facultatis nostrae decanum dominum D. Colmannum is scripto
                     ad me dato decanatus officium sublegavit, res tamen facultatis apud se
                     retinuit.",29. Dezember 1604,16041229,,,,Sitzung vom 29. Dezember 1604,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.197,,,"[29. Jänner 1568] XXIX. die Januarii dedit nomen
                     facultati Adamus Strabus Strenensis Silesius medicinae studiosus. Numeravit
                     duos solidos.Eodem die Diomedes Cornarius medicinae baccalaureus a me decano
                     adjunctis aliquot de facultate doctoribus praesentatus ac commendatus est
                     domino cancellario pro aperienda cancellaria (ut vocant) ad subeundum examen
                     pro dignitate doctorali. Qua aperta eadem hora ac die assignata ipsi sunt duo
                     puncta sorte electa, videlicet cap. 85 artis parvae Galeni et aphorismus 12
                     primae sectionis.",29. Jänner 1568,15680129,,,,Sitzung vom 29. Jänner 1568,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.214,,,"[21. Mai 1568] herrn Decano unnd Doctoribus medicae facultatis
                        zuezustellen.Die von der hochlöblichen Regierung in Namen der Rö.
                        khay. Mt. unsers allergenedigisten herrn verordnete Visitatores uber die
                        appeteckhen begern in Namen hochgedachter Irer khay. Mt an die herrn Decanum
                        unnd Doctores Medicae Faultatis: Inmassen es zuvor mehrmalls mündtlich und
                        schrifftlich an sy begert worden. [fol. 84r]Wo sy nunmalls das dispensatorium in compositis et
                        simplicibus gar oder zum thaill verfast haben, das sy dasselb Inen herrn
                        Visitatoribus unverzigentlich in Ansech und erwegung anjezo die recht
                        bequemblich Zeit der Collection der Kreutter und anders der Appateckherey
                        hochnottwendig zuegehörig zuegestellt hetten, Damit sy mit frucht
                        demjenigen, was Inen von woll hochobvermellter Regierung auferlegt wordten
                        ain gehorsambs vollziehung laisten wissen. Dan wo das nit beschiecht, wollen
                        sy hiemit solemniter protestiert haben, wo sy khunfftig ainiger
                        Nachlessigkhait bezigen wurden, herrn Decano unnd Facultate Medica erwunden
                        gewest wer. 21. Mafi A° 68.N. Visitatores der neuen Appoteckenordnung.256Scriptum autem antea 19. Martii transmissum sic habebat:257",21. Mai 1568,15680521,,,,Sitzung vom 21. Mai 1568,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.254,,,"[14. Februar 1569] 14. congregatio pro
                     dispensatorio. Decretum quoque propositum [fol. 109r] quod a sacro regimine
                     datum erat ut sequitur: Von der Röm. Kay. Mt. und Niederösterreichischen
                        Regierung unnd Camer wegen der Facultet Medicorum alhie, auf Iren den
                        dreyssigisten tag Januarii der frembden Doctorn und anderer Landfarer
                        übergebens anrueffen zu beschaidt anzuzaigen. Dieweillen der Regierung und
                        Camer fürkhumbt, das sy die Facultet dieser sachen halber Ir notturft der
                        Röm. Kay. Mt. unsern allergenedigisten herrn anbracht, von dannen villeicht
                        die sachen auf sie die Regierung und Camer khommen mochte, das sie dieses
                        Ires anrueffen ingedenckh und verholffen sein wollen, damit sie die Facultet
                        bey Iren freyhaiten handt gehebt und darwider nit beschert werde.Was dann den presentiertem Magistrum Sanitatis anlagt,
                        den haben Regierung und Camer angenumen, wie sie merers ob dem ratschlag
                        über Ir presentation ervolgt bey der Cantzley vernemen mügen.Actum Wienn am vierzehenden tag Febr. Anno im neun und
                        sechzigisten.27916. congregatio. Conclusum:1. ut juvetur magister sanitatis in negotio stipendii sui. Factum;
                     missi duo doctores, qui oretenus agerent.2. ut in causa Frisii mittatur aliquis ex doctoribus Passavium et
                     scribatur senatui Passaviensi per compassum a rectore. Electus est D. Andreas
                     Dadius.3. ut decanus scribat suo affini Jacobo Ottendorffero senatori
                     Passaviensi, tutori pupilli Spaichii.4. ut facultas scribat medico episcopi pro inquisitione de vita et
                     moribus Frisii et praesertim de Bonifa [fol. 109v] cio Apotecario et Spaichii
                     uxorisque ejus ac aliorum curatione et inhonestis literis ibidem repertis.
                     Sciebat quidem facultas, Frisium a reverendissimo dno episcopo habere literas,
                     sed et ille ipse hic dixit, qua occasione, quo tempore, in quem usum, quibus
                     intercedentibus impetraverit, sicut et rumor ad facultatem pervenit, quod ad D.
                     Nicolaum juxta Passavium post discessum rediens petierit a reverendissimo
                     testimonium discessus a Passavio, cumque reverendissimus illum postridie ad
                     consilium aulae vocaverit, nuncians, ibi habiturum responsum, Frisius se in
                     equum et viam conjecerit. Nota tamen Frisius ostentavit hic literas
                     testimoniales amplissimas ab episcopo datas, sed cum in carcere esset et multa
                     contra episcopum diceret (ut in sequentibus dicetur) non ausus est proferre.
                     Inde variae suspiciones de illis literis exortae, praesertim cum nostro
                     mandatario D. D. Andreae Dadio dixerit, cancellarius episcopi, vilissimum illum
                     habere tantum sui discessus testimonium.",14. Februar 1569,15690214,,,,Sitzung vom 14. Februar 1569,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.271,,,"[2. April 1569]Von der Niederösterreichischen Regierung wegen dem Decano
                        und Facultet Medicorum zu bevelhen, das sie auf den nägsten Montag umb
                        sieben Uhr vormittag vor Regierung sachen halber erscheinen. 2. Aprilis A°
                        69Lecto decreto regiminis sancivit facultas, ut omnes sub juramento
                     teneantur venire postridie 4. Aprilis, ita ut quadrante ante horam septimam
                     matutinam omnes adsint jam ad locum in templo D. Michaelis.Praeter decanum erant congregati undecim doctores, qui omnes una voce
                     singuli dicebant: Decanum debere bona fide ad negotia, quaecunque proponantur
                     respondere et causam agere. Si difficilius videatur, quod proponetur, debere
                     discessionem modeste petere, ut deliberandi detur spatium, sin minus pergere in
                     dicenda causa. Nesciebat enim facultas, quid negotii futurum esset, quamvis non
                     dubitarent domini doctores de Charopi et Martini Reichelii patroni hujus
                     practicis.Deliberatione habita in usum quoque denuo revocata est constitutio de
                     legendis statutis ac privilegiis in decanorum singulis electionibus, ita ut
                     prior decanus vel ejus vicarius legat et noviter electus decanus juret in
                     statuta priori decano et quae scire interest studiosos eadem et illis vocatis
                     per publicam significationem praelegantur ex privilegiis ac
                     statutis.",2. April 1569,15690402,,,,Sitzung vom 2. April 1569,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.343,,,"[14. April 1570] Die 14. Aprilis transmissus est a
                     Viennensibus ad facultatem quidam chirurgus Melchior Distler von
                     Meyburg,cupiens examinari in cura morbi gallici per suffumigium. Cum igitur
                     maturatio hujus negotii peteretur, vocavi quatuor dominos doctores, quos ordo
                     examinandi attingebat, nimirum D. Benjamin, D. Marchpekh, D. Cornarium et
                     seniorem nostrum D. Spitalerum. Qui convenerunt et examinarunt praedictum
                     chirurgum, sed hominem juvenem in hac cura non satis exercitatum compererunt,
                     adeo ut pro officio chirurgi ad Divum Marcum hoc tempore minime assumendum
                     judicaverint, praesertim cum alius peritior antea examinatus, nimirum Ulricus
                     Mosengal adhuc adsit, quem et retinendum esse censuerunt, idque dominis
                     Viennensibus significandum. Quare in eam sententiam informationem ad senatum
                     dedi.Ad supplicationem balneatorum cum decreto regiminis nobis transmissam,
                     data est talis informatio:Cum doctores hoc tempore nullas infectas personas norint, videri
                     facultati, concedendum jam esse usum publici balnei in urbe, hac tamen cautela,
                     ut serio balneatoribus interdicatur, ne quemquam ad balnea sua admittant, nisi
                     prius corpore inspecto sanum deprehenderint. Informationis hujus copia est lit.
                     R. [fol. 160r]",14. April 1570,15700414,,,,Sitzung vom 14. April 1570,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.430,,,"[23. Oktober 1571] Die 23. Octobris facultati ab
                     excelso regimine nomine caesareae majestatis mandatum est, ut a Josephe
                     Ottholango, qui novam quandam olei inventionem jactitabat, rationes istius
                     praeparationis sumat, excelsumque regimen rursus certiorem reddat, an oleum
                     illud viribus integrum et ad usus quotidianos adhiberi possit.Ad hoc mandatum Josephus Ottholango a facultate vocatus, ut specimen
                     suae artis d. doctoribus praesentibus exhiberet, non comparuit. Nihilominus
                     tamen congregatio d. doctorum facta est et excelso regimini responsum datum,
                     quod is non comparuerit.",23. Oktober 1571,15711023,,,,Sitzung vom 23. Oktober 1571,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.433,,,"[21. Februar 1572] 21. Februarii: Excelsum regimen
                     publico scripto admonitum est de novis examinatoribus et visitatoribus, quo
                     scripto facultas simul petiit, ut qui consensu dominorum doctorum novi
                     visitatores et examinatores in locum priorum declarati essent, eos excelsum
                     regimen approbaret et confirmaret. Nominati autem fuerunt visitatores quidem ex
                     doctoribus D. Paulus Weidner, ex apothecariis Cappler. Examinatores vero ex
                     doctoribus D. Walther et D. Lingelius, ex apothecariis Zacharias Piersackh et
                     Petrus Schwab. Sed electio futuri visitatoris ex ordine civium permissa est
                     judicio et voluntati senatus reipublicae Viennensis.Ad quam petitionem facultatis excelsum regimen 6. die Martii hoc
                     subsequens responsum dedit:408",21. Februar 1572,15720221,,,,Sitzung vom 21. Februar 1572,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.460,,,"[14. April 1573] Anno salutis humanae MDLXXIII. in
                     festo Tiburtii et Valeriani cum clarissimus vir dominus magnificus Joannes
                     Pampell electus esset in rectorem, ego Paulas Weidner semestri rectoratus
                     magistratu modo perfunctus: communi omnium suffragio in decanum facultatis
                     medicae electus sum.",14. April 1573,15730414,,,,Sitzung vom 14. April 1573,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.621,,,"[27. August 1578] Die vigesimo septimo hujus
                     mensis Benedictus medicinae baccalaureus a vicedecano clarissimo D. D. Andrea
                     Dadio [fol. 249r] (propter absentiam meam) adjunctis aliquot de facultate
                     doctoribus praesentatus ac commendatus est domino vicecancellario praenominate
                     pro aperienda cancellaria (ut vocant).Qua aperta eadem hora ac die assignata ipsi sunt duo puncta sorte
                     electa videlicet538 ex arte parva Galeni
                     signa cordis sicci539 et aphorismus 2
                     particulae 2,540 facilius est potu refici
                     quam cibo.",27. August 1578,15780827,,,,Sitzung vom 27. August 1578,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.692,,,"[5. November 1580] In secunda congregatione 5.
                     Novembris celebrata comparuit D. D. Andreas Ebersdorffer554 depositis literis testimonii sui doctoratus
                     Wittenberga allatis, oretenus ad consilia admitti petit, sibique repetitionem
                     benigne condonari, quandoquidem antea publice pro licentia disputasset, ita ut
                     ejus profectus in medico studio facultati non esset ignotus, neque hoc statutum
                     (quod nullus extraneorum doctorum gaudere possit privilegiis, nisi celebri
                     facta repetitione dominis doctoribus responderit), illi obesse consuetudinem,
                     quo minus facultas cum illo dispensare possit, cum statutum hoc potissimum
                     intelligendum videretur de extraneis, de quorum eruditione facultati non
                     constaret.Addidit etiam, se hic cum magno dispendio temporis et sumptuum,
                     ratione juramenti, quod dominus cancellarius ab ipso exigebat, diu remoratum
                     fuisse, in ceteris vero se paratissimum juxta tenorem statutorum
                     obtulit.Facultas medica habita dictorum ratione eum benigne ad consilia
                     admisit et cum illi honorificum esse judicaret, quo aliis innotescere possit
                     neque exemplum novitatis (licet aliis ob justissimas causas disputatio omnino
                     condonata fuerit) statueretur, aliaque plurima incommoda vitarentur, ideo
                     disputatio exercitii causa quando illi integrum et conveniens videretur
                     absolvenda, libera relicta est atque aphorismus 20 libri 2: “quibus junioribus
                     alvus humecta est"" publice determinandus illi assignatus est quod se facturum
                     recepit. Juravit juranda et numeravit singulis doctoribus ternos
                     florenos.Erant autem tunc 15 doctores, quae pecunia per pedellum distributa
                     est, ut in rationibus patebit. [fol. 263r]Circa finem congregationis quidam studiosus medicinae Conradus
                     Minderus suarum auditarum lectionum per anni spatium literas testimoniales sibi
                     dari petivit. Sed cum nondum inscriptus esset, exprobrata ipsius negligentia,
                     ex intercessione D. D. Andreae Dadii cui studium et ipsius diligentia esset
                     perspecta facultas, optatum concessit, ita ut prius inscribatur, sicut
                     fecit.",5. November 1580,15801105,,,,Sitzung vom 5. November 1580,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.748,,,"[26. Oktober 1583] 26. Octobris ego Diomedes
                     Cornarius artis medicae doctor per scriptum ex votorum pluralitate a facultatis
                     medicae membris in decanum electus sum.A pedello accepi sceptrum argenteum, Iadulas duas, sigillum novum et
                     antiquum, libros actorum, scatulas in quibus privilegiorum literae et alia
                     continentur.",26. Oktober 1583,15831026,,,,Sitzung vom 26. Oktober 1583,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.873,,,"[12. November 1588] XII. Novembris nomen suum
                     facultati dedit Joannes Kaskius Glogoviensis Silesius philosophiae
                     baccalaureus; dedit 15 cruc.",12. November 1588,15881112,,,,Sitzung vom 12. November 1588,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.946,,,"[9. Juni 1590] IX.
                     Junii examinis vota reverendissimo domino cancellario retuli qui bona
                     nova quam primum annuncianda candidato promittebat.",9. Juni 1590,15900609,,,,Sitzung vom 9. Juni 1590,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.4.960,,,"[25. Oktober 1590] Anno 1590 nato salvatore mundi
                     mense Octobris die 25. rectoratu clarissimi domini Andreae Isingii Nisseni
                     medicinae doctoris et graecae linguae professoris electus est in decanum
                     collegii medici Thomas Haustein illustrissimi archiducis Caroli Austriae piae
                        memoriae623 consiliarius necnon relictae
                     viduae illustrissimae archiducessae dominae dominae Mariae ducis utriusque
                     Bavariae etc. medicus et senior in cujus
                     decanatu sequentia peracta.I. Primo a nobili et clarissimo domino Benedicto Pergero medicinae
                     doctore et aurei montis superintendente624
                     elegantissima praemissa declamatione (ut Galenus loquitur) de suppellectili
                     artis medicae eaque ad promovendum doctorem accommodata optimum juvenem Mag.
                     Christophorum Burgerum professorem mathematicum et licentiatum medicae artis
                     promotum in consessu amplissimo senatorii ordinis ecclesiastici sacri regiminis
                     utriusque reipublicae literariae et vie625
                     necnon honesta corona nobilia et tenerae aetatis magna cum admiratione in
                     doctorem solennibus ceremoniis promottis et corona doctorali authoritate
                     archigymnasii collegii publicatus et pronunciatus est tandem pro more depositis
                     deponendis collegii medici civis factus.II. Tum temporis magnifici domini rectoris domini Andreae Isingii
                     germanus et frater clarissimus vir Martinus Isingius medicinae doctor et
                     professor testimoniis doctoreae suae laureae Patavii donatae cum supplici
                     libello ut per viam repetitionis etiam medicae facultatis hujus archigymnasii
                     civis fieret propositis: deposita consueta numeranda pecunia designatum est
                        punctum626 disputandum sectionis I.
                     aphorismum 24. quod sorte accepit et 14. Januarii anni 91. thesibus illustratum
                     cum laude tum honore facultatis opponentibus clarissimis doctoribus respondit
                     tandem etiam pro more civis collegii ascriptus. [fol. 327v]Examinati quoque sunt in praesentia clarissimorum dominorum doctorum
                     sequentes balneatores et unus chirurgus cum suis debitis instrumentis visis et.
                     punctis examinandis:",25. Oktober 1590,15901025,,,,Sitzung vom 25. Oktober 1590,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.1101,,,"[25. April 1668] V. congregatio 25. Aprilis. Praelegi decretum ab
            excelso regiminepro eligendo superintendente caesareo cum dom. D. Florman vita decesserit.Electus itaque D. Thomas Molitor regiminis consiliarius.Facultas philosophica scriptum transmisit in quo queritur quod ob copiamtheologorum et juristarum neque medici neque philosophi in collationibus locumhabeant et pro congruo medio proposuerunt ut ex altera parte consistorii tabulaestarent / sumptibus utriusque facultatis confectae / in quibus non nisi medicis etphilosophis assidere liceret quod et ita placuit.D. Ludwig suppliciter petit ut reservetur ei locus pro repetitione donec lites suasfinierit, casu, quo alius citius repeteret. Annuit facultas.",25. April 1668,16680425,,,,Sitzung vom 25. April 1668,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.1104,,,"[21. Juni 1668] V. congregatio 21. Juni. Georg Michelbekh, ein
            Theriakkhramer cum socio circumforaneo supplicant ut possint vendere theriacam et
            balsamum atque petunt attestationem a facultate. Denegatum fuit.N. Feuerabendt chyrurgus Crembsensis huc adventans petit examinari non autem ut
            chyrurgus sed tantum in particulari super suo emplastro ad ulcera antiqua. Pluralitas
            statuit ut non examinetur nisi ut chyrurgus et si habeat tonstrinam assignatam, non vero
            privatim super emplastro quod quia praestare noluit neque potuit cum tonstrinam non
            haberet inexaminatus abiit.Panian med. stud. abiturus Ratisbonam cum filio D. Sala, regiminis regentis rogat ut
            stipendio Püttneriano ulterius frui possit. Responsum quamquam non extra urbem
            degentibus sed indigenis tantum studiosis stipendiis frui liceat attamen quia supplicans
            studia medica continuare cupit hactenus in iis sedulus et moribus probus fuit eoque
            titulo facultati serio commendatur ut stipendio hoc per annutim spatium fruatur,
            concessum est. [fol. 341 v]Dom. Rudolphi med. stud. petit materiam disputandi pro exercitio. Responsum adferat
            testimonium ab omnibus dom. professoribus.Varie rixabantur inter se obstetrices seniores et juniores propter coadjutrices.
            Conclusum ut juxta statutum piae memoriae D. Ludwig non nisi 12 seniores habeant
            coadjutrices per 4 annos, quas etiam frustra doceant, junioribus vero licitum non sit
            habere coadjutrices et si quae habeant deponant et invalidae habeantur pro examine.
            Contentiosae quoque Veronica et Formarinin praeterea Barbara Langin et Anna Maria
            Kheynin compositae sunt.Pharmacopoei Viennenses decretis tam a regimine quam consistorio et facultatis minus
            obedientes et genericam tantum taxam non autem specificam medicamentorum attingentes
            imposita tandem mulcta a consistorio 100 ducatorum taxam specificam tradiderunt.
            Conclusum ergo ut ila per quosdam deputatos doctores revideatur et examinetur ideoque 8.
            Junii convocavi dom. D. Schlütter, Hefner et Sorbait, Ilmer, Beckers, Schönaich, Greisl
            et factum est initium aestimationis. Sexies reiterato convenimus serioque pensitatis et
            ponderatis variis aliorum locorum et plurium civitatum taxationibus colatis valorem et
            taxam omnium medicamentorum tam simplicium quam compositorum simul etiam materialium
            secundum aequum et bonum confecimus quae tamen a regimine avocata non fuit.",21. Juni 1668,16680621,,,,Sitzung vom 21. Juni 1668,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.1106,,,"[6. August 1668] IV. congregatio 6. Augusti. [fol. 342r] D. Ludwig
            gratiosumresponsum accepit quod locus ei competens reservatus sit.Kulmair et Hame citati et serio admoniti sunt ut accidulas sinceras adferant etflascones majores fiant ad duas vel tres mensuras.Christophorus Dietrich Burger undt Zahn Arzt alhier am Judenplaz supplicat proexamine et fuit admissus.Rosina Ottin obstetrix supplicat pro examine; pariliter Bochanin et ambae admissaefuerunt.",6. August 1668,16680806,,,,Sitzung vom 6. August 1668,,,,,,
tag:www.monasterium.net,2011:/charter/AFM/1.5.1126,,,"[3. September 1669] 3. Septembris examinatus fuit Adamus Günter
            exherniotomia et cataraclitis.",3. September 1669,16690903,,,,Sitzung vom 3. September 1669,,,,,,
